,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
7516,Bentleigh East,7 Celia St,3,h,986000.0,S,Buxton,8/04/2017,13.9,3165.0,3.0,1.0,3.0,337.0,100.0,1950.0,Glen Eira,-37.9331,145.0586,Southern Metropolitan,10969.0
7520,Bentleigh East,122B Tambet St,3,t,1200000.0,PI,Purplebricks,13/05/2017,13.9,3165.0,3.0,2.0,2.0,369.0,,,Glen Eira,-37.9092,145.0728,Southern Metropolitan,10969.0
7524,Bentleigh East,6 Elswill St,5,h,1351000.0,S,Buxton,20/05/2017,13.9,3165.0,5.0,2.0,2.0,652.0,,,Glen Eira,-37.9311,145.0651,Southern Metropolitan,10969.0
7528,Bentleigh East,2/16 Argyle St,2,u,535000.0,SP,hockingstuart,29/04/2017,13.9,3165.0,2.0,1.0,1.0,1026.0,68.11,1970.0,Glen Eira,-37.911,145.0711,Southern Metropolitan,10969.0
7532,Bentleigh East,15 Lilac St,4,h,1292000.0,S,Woodards,29/04/2017,13.9,3165.0,4.0,1.0,2.0,587.0,161.0,1950.0,Glen Eira,-37.9194,145.05700000000004,Southern Metropolitan,10969.0
7536,Bentleigh East,76 Wingate St,3,h,1205000.0,S,Buxton,29/04/2017,13.9,3165.0,3.0,3.0,2.0,604.0,,1960.0,Glen Eira,-37.9362,145.0663,Southern Metropolitan,10969.0
7540,Box Hill,35 Barkly St,3,h,1760000.0,S,Noel,20/05/2017,13.1,3128.0,3.0,1.0,2.0,689.0,152.0,1920.0,Whitehorse,-37.8262,145.1301,Eastern Metropolitan,4605.0
7544,Box Hill,11 Howard St,3,h,2080000.0,S,Buxton,22/04/2017,13.1,3128.0,3.0,2.0,2.0,693.0,158.0,1925.0,Whitehorse,-37.8229,145.1217,Eastern Metropolitan,4605.0
7548,Braybrook,14 Arthur St,3,h,771000.0,S,S&L,20/05/2017,10.8,3019.0,3.0,1.0,0.0,556.0,,,Maribyrnong,-37.7904,144.8514,Western Metropolitan,3589.0
7552,Brighton,33 Brickwood St,3,h,2575000.0,S,Marshall,8/04/2017,11.2,3186.0,3.0,2.0,2.0,517.0,195.0,1920.0,Bayside,-37.894,144.9977,Southern Metropolitan,10579.0
7556,Brighton,2 Normanby St,3,h,2225000.0,PI,Nick,8/04/2017,11.2,3186.0,3.0,2.0,2.0,0.0,167.0,1980.0,Bayside,-37.911,144.9866,Southern Metropolitan,10579.0
7560,Brighton,3/136 New St,3,u,1392000.0,S,hockingstuart,13/05/2017,11.2,3186.0,3.0,2.0,1.0,188.0,,,Bayside,-37.9181,144.9933,Southern Metropolitan,10579.0
7564,Brighton,39 Warleigh Gr,2,h,1350000.0,S,Hodges,13/05/2017,11.2,3186.0,2.0,1.0,1.0,873.0,,,Bayside,-37.9043,145.0048,Southern Metropolitan,10579.0
7568,Brighton,1/76 Whyte St,2,t,1055000.0,S,Marshall,20/05/2017,11.2,3186.0,2.0,1.0,2.0,211.0,,1970.0,Bayside,-37.921,144.9999,Southern Metropolitan,10579.0
7572,Brighton,3/12 Wellington St,3,u,1221000.0,S,Nick,22/04/2017,11.2,3186.0,3.0,2.0,2.0,0.0,109.0,1975.0,Bayside,-37.9163,144.9901,Southern Metropolitan,10579.0
7576,Brighton East,7 Billson St,5,h,2140000.0,S,Marshall,13/05/2017,10.7,3187.0,5.0,2.0,2.0,780.0,206.0,1950.0,Bayside,-37.9173,145.0142,Southern Metropolitan,6938.0
7580,Brighton East,40 Hodder St,3,h,1635000.0,S,Buxton,13/05/2017,10.7,3187.0,3.0,1.0,1.0,597.0,131.0,1925.0,Bayside,-37.9064,145.0229,Southern Metropolitan,6938.0
7584,Brighton East,7 Roberts Ct,3,h,1270000.0,VB,Ray,20/05/2017,10.7,3187.0,3.0,1.0,3.0,724.0,,,,-37.9291,145.0297,Southern Metropolitan,6938.0
7588,Brighton East,55 Milroy St,5,h,1900000.0,PI,Hodges,29/04/2017,10.7,3187.0,5.0,3.0,2.0,583.0,271.0,2009.0,Bayside,-37.9057,145.0101,Southern Metropolitan,6938.0
7592,Brunswick,217 Victoria St,3,h,1210000.0,S,Woodards,6/05/2017,5.2,3056.0,3.0,1.0,0.0,282.0,112.0,1900.0,Moreland,-37.7674,144.966,Northern Metropolitan,11918.0
7596,Brunswick,373 Brunswick Rd,3,h,1300000.0,VB,Nelson,8/04/2017,5.2,3056.0,3.0,2.0,3.0,299.0,,,Moreland,-37.7759,144.952,Northern Metropolitan,11918.0
7600,Brunswick,1/19 Manallack St,4,h,1210000.0,SP,Woodards,8/04/2017,5.2,3056.0,4.0,2.0,1.0,373.0,200.0,2009.0,Moreland,-37.7733,144.9599,Northern Metropolitan,11918.0
7604,Brunswick,94 Davies St,4,h,1385000.0,PI,Jellis,13/05/2017,5.2,3056.0,4.0,2.0,4.0,650.0,173.45,1950.0,Moreland,-37.7575,144.9716,Northern Metropolitan,11918.0
7608,Brunswick,6/1 Heller St,4,h,1900000.0,VB,Nelson,20/05/2017,5.2,3056.0,4.0,3.0,2.0,0.0,212.0,2012.0,Moreland,-37.775,144.9513,Northern Metropolitan,11918.0
7612,Brunswick,68 Gold St,3,h,1075000.0,S,Nelson,22/04/2017,5.2,3056.0,3.0,1.0,0.0,222.0,,,Moreland,-37.7743,144.9569,Northern Metropolitan,11918.0
7616,Brunswick,251 Albion St,4,h,1650000.0,S,Brad,29/04/2017,5.2,3056.0,4.0,2.0,4.0,670.0,,,Moreland,-37.7602,144.9591,Northern Metropolitan,11918.0
7620,Brunswick East,22 Hickford St,2,h,1283000.0,S,Jellis,13/05/2017,4.5,3057.0,2.0,1.0,1.0,263.0,109.0,1910.0,Moreland,-37.7661,144.9742,Northern Metropolitan,5533.0
7624,Brunswick East,906/330 Lygon St,2,u,550000.0,SP,Nelson,13/05/2017,4.5,3057.0,2.0,1.0,1.0,1611.0,,,Moreland,-37.7685,144.9724,Northern Metropolitan,5533.0
7628,Brunswick East,41 Gear St,2,t,690000.0,S,Jellis,20/05/2017,4.5,3057.0,2.0,1.0,1.0,3886.0,,,Moreland,-37.7762,144.9771,Northern Metropolitan,5533.0
7632,Brunswick East,7 Weigall St,3,h,1500000.0,S,Jellis,22/04/2017,4.5,3057.0,3.0,1.0,3.0,446.0,125.0,1940.0,Moreland,-37.7682,144.9835,Northern Metropolitan,5533.0
7636,Brunswick West,1 McLean St,3,h,645000.0,SP,Nelson,6/05/2017,5.9,3055.0,3.0,3.0,1.0,131.0,109.0,2008.0,Moreland,-37.7559,144.9378,Northern Metropolitan,7082.0
7640,Brunswick West,4 James St,3,h,1097000.0,S,Walshe,13/05/2017,5.9,3055.0,3.0,1.0,1.0,372.0,,,Moreland,-37.7634,144.9434,Northern Metropolitan,7082.0
7644,Brunswick West,2/11 Howson St,2,u,640000.0,S,RW,20/05/2017,5.9,3055.0,2.0,1.0,1.0,559.0,57.0,1970.0,Moreland,-37.7707,144.9488,Northern Metropolitan,7082.0
7648,Bulleen,1/15 Allen St,3,u,860000.0,S,Jellis,6/05/2017,11.8,3105.0,3.0,1.0,1.0,0.0,110.0,1999.0,Manningham,-37.7769,145.088,Eastern Metropolitan,4480.0
7652,Bulleen,22 Russell St,3,h,1100000.0,S,Barry,8/04/2017,11.8,3105.0,3.0,2.0,3.0,709.0,143.0,1970.0,Manningham,-37.7612,145.0968,Eastern Metropolitan,4480.0
7656,Bulleen,33 Walter St,3,h,1360000.0,S,Parkes,20/05/2017,11.8,3105.0,3.0,2.0,2.0,746.0,,,Manningham,-37.7729,145.1022,Eastern Metropolitan,4480.0
7660,Burwood,3/12 Somers St,2,u,605000.0,S,Noel,6/05/2017,11.7,3125.0,2.0,1.0,1.0,81.0,,1965.0,Whitehorse,-37.8495,145.0999,Southern Metropolitan,5678.0
7664,Burwood,2 Leopold St,3,h,1385000.0,S,Marshall,13/05/2017,11.7,3125.0,3.0,2.0,4.0,697.0,,,Monash,-37.8592,145.0948,Southern Metropolitan,5678.0
7668,Burwood,46 Cumming St,4,h,1601000.0,S,McGrath,29/04/2017,11.7,3125.0,4.0,2.0,1.0,863.0,165.0,1940.0,Whitehorse,-37.8539,145.1127,Southern Metropolitan,5678.0
7672,Camberwell,29 Mabel St,4,h,2216000.0,S,Fletchers,8/04/2017,7.8,3124.0,4.0,2.0,0.0,670.0,176.0,1930.0,Boroondara,-37.8378,145.089,Southern Metropolitan,8920.0
7676,Camberwell,49 Bellett St,4,h,2513000.0,S,Marshall,13/05/2017,7.8,3124.0,4.0,2.0,3.0,696.0,,,Boroondara,-37.8355,145.0665,Southern Metropolitan,8920.0
7680,Camberwell,34 Morey St,4,h,1980000.0,S,Marshall,13/05/2017,7.8,3124.0,4.0,3.0,2.0,728.0,,,Boroondara,-37.8416,145.0959,Southern Metropolitan,8920.0
7684,Camberwell,28 Kintore St,4,h,5020000.0,S,Jellis,20/05/2017,7.8,3124.0,4.0,4.0,3.0,892.0,,,Boroondara,-37.823,145.0621,Southern Metropolitan,8920.0
7688,Camberwell,1/16 Dower St,3,u,835000.0,S,Marshall,29/04/2017,7.8,3124.0,3.0,1.0,1.0,112.0,85.0,1960.0,Boroondara,-37.8378,145.0949,Southern Metropolitan,8920.0
7692,Canterbury,49 Mangarra Rd,5,h,8000000.0,VB,Sotheby's,13/05/2017,9.0,3126.0,5.0,5.0,4.0,2079.0,464.3,1880.0,Boroondara,-37.8179,145.0694,Southern Metropolitan,3265.0
7696,Carlton North,72 Pigdon St,2,h,1290000.0,S,Nelson,13/05/2017,3.2,3054.0,2.0,1.0,0.0,119.0,76.77,,Yarra,-37.7822,144.9748,Northern Metropolitan,3106.0
7700,Carlton North,32 Princes St,3,h,1300000.0,PI,Craig,22/04/2017,3.2,3054.0,4.0,1.0,0.0,223.0,,,Yarra,-37.7927,144.9745,Northern Metropolitan,3106.0
7704,Carnegie,60 Miller St,2,h,1424000.0,S,Max,8/04/2017,11.4,3163.0,2.0,1.0,1.0,575.0,,,Glen Eira,-37.8972,145.0524,Southern Metropolitan,7822.0
7708,Carnegie,88A Truganini Rd,3,h,1200000.0,PI,hockingstuart,13/05/2017,11.4,3163.0,3.0,2.0,2.0,515.0,156.0,1930.0,Glen Eira,-37.8924,145.0541,Southern Metropolitan,7822.0
7712,Carnegie,26 Railway Rd,4,h,1667000.0,S,Ray,20/05/2017,11.4,3163.0,4.0,2.0,2.0,615.0,193.0,1920.0,Glen Eira,-37.8928,145.0531,Southern Metropolitan,7822.0
7716,Caulfield North,8/54 Narong Rd,1,u,305000.0,SP,Gary,8/04/2017,8.1,3161.0,1.0,1.0,1.0,750.0,43.0,1965.0,Glen Eira,-37.8678,145.0197,Southern Metropolitan,6923.0
7720,Caulfield North,198 Hawthorn Rd,4,h,1700000.0,S,Marshall,20/05/2017,8.1,3161.0,4.0,2.0,2.0,644.0,,,Glen Eira,-37.8781,145.0235,Southern Metropolitan,6923.0
7724,Caulfield South,26 Gardenvale Rd,2,h,1104000.0,S,Gary,13/05/2017,9.3,3162.0,2.0,1.0,1.0,534.0,,,Glen Eira,-37.8989,145.0171,Southern Metropolitan,5051.0
7728,Caulfield South,3/178 Sycamore St,2,u,490000.0,S,hockingstuart,29/04/2017,9.3,3162.0,2.0,1.0,1.0,0.0,61.0,1960.0,Glen Eira,-37.8906,145.0259,Southern Metropolitan,5051.0
7732,Chadstone,2/16 Westbrook St,3,t,820000.0,VB,hockingstuart,20/05/2017,13.6,3148.0,3.0,2.0,2.0,213.0,115.0,2012.0,Monash,-37.8827,145.0942,Southern Metropolitan,3582.0
7736,Clifton Hill,15 Dally St,2,h,1250000.0,S,Jellis,13/05/2017,3.4,3068.0,2.0,1.0,0.0,158.0,95.0,1890.0,Yarra,-37.7925,144.9995,Northern Metropolitan,2954.0
7740,Clifton Hill,14/14 The Esplanade,1,u,465000.0,S,Haughton,13/05/2017,3.4,3068.0,1.0,1.0,1.0,0.0,45.0,1970.0,Yarra,-37.7881,145.0058,Northern Metropolitan,2954.0
7744,Clifton Hill,3 Anderson St,2,h,1650000.0,S,Harrington,29/04/2017,3.4,3068.0,2.0,1.0,1.0,118.0,,,Yarra,-37.7933,144.9926,Northern Metropolitan,2954.0
7748,Coburg,41 Linda St,3,h,995000.0,S,Jellis,8/04/2017,7.8,3058.0,3.0,1.0,1.0,415.0,,,Moreland,-37.7509,144.9591,Northern Metropolitan,11204.0
7752,Coburg,29 Belgrave St,3,h,1180000.0,S,Nelson,13/05/2017,7.8,3058.0,3.0,2.0,2.0,588.0,,,Moreland,-37.7445,144.9751,Northern Metropolitan,11204.0
7756,Coburg,75 Queen St,2,h,775000.0,S,Barry,13/05/2017,7.8,3058.0,2.0,1.0,1.0,314.0,,,Moreland,-37.7485,144.9502,Northern Metropolitan,11204.0
7760,Coburg,1/115 Harding St,2,u,590000.0,S,Nelson,20/05/2017,7.8,3058.0,2.0,1.0,1.0,79.0,,,Moreland,-37.746,144.9768,Northern Metropolitan,11204.0
7764,Coburg,1 Balloan St,6,h,1455000.0,S,Brad,29/04/2017,7.8,3058.0,6.0,3.0,4.0,768.0,285.0,1997.0,Moreland,-37.7397,144.9603,Northern Metropolitan,11204.0
7768,Coburg,4/34 Gladstone St,2,u,650000.0,S,Barry,29/04/2017,7.8,3058.0,2.0,1.0,1.0,136.0,81.0,1975.0,Moreland,-37.7449,144.9754,Northern Metropolitan,11204.0
7772,Coburg North,38 Galeka St,3,h,875000.0,S,hockingstuart,8/04/2017,9.2,3058.0,3.0,1.0,1.0,592.0,,,Moreland,-37.72,144.9577,Northern Metropolitan,3445.0
7776,Collingwood,4/67 Easey St,2,u,535000.0,S,Nelson,6/05/2017,1.6,3066.0,2.0,1.0,1.0,0.0,63.0,1970.0,Yarra,-37.7981,144.9883,Northern Metropolitan,4553.0
7780,Collingwood,158 Keele St,3,h,1309000.0,S,Nelson,13/05/2017,1.6,3066.0,3.0,1.0,0.0,168.0,,,Yarra,-37.7975,144.9924,Northern Metropolitan,4553.0
7784,Cremorne,27 Balmain St,3,h,1350000.0,S,Biggin,6/05/2017,2.5,3121.0,3.0,1.0,1.0,117.0,147.0,1900.0,Yarra,-37.8298,144.9923,Northern Metropolitan,1123.0
7788,Doncaster,8 Harcourt St,4,h,1400000.0,PI,Barry,8/04/2017,13.9,3108.0,4.0,2.0,2.0,664.0,150.0,1980.0,Manningham,-37.7895,145.1116,Eastern Metropolitan,9028.0
7792,Doncaster,4/2 Paul St,4,t,1090000.0,S,Barry,22/04/2017,13.9,3108.0,4.0,3.0,2.0,242.0,,1995.0,Manningham,-37.7866,145.1046,Eastern Metropolitan,9028.0
7796,Doncaster,45 Bordeaux St,4,h,1545000.0,S,Ray,29/04/2017,13.9,3108.0,4.0,3.0,2.0,647.0,,,Manningham,-37.7819,145.1184,Eastern Metropolitan,9028.0
7800,Essendon,53 Market St,3,h,1070000.0,VB,Nelson,6/05/2017,8.0,3040.0,3.0,1.0,2.0,363.0,,,Moonee Valley,-37.7445,144.9054,Western Metropolitan,9264.0
7804,Essendon,59 McCracken St,5,h,2020000.0,S,Brad,8/04/2017,8.0,3040.0,5.0,3.0,3.0,900.0,40.0,,Moonee Valley,-37.7485,144.9036,Western Metropolitan,9264.0
7808,Essendon,3 Crisp St,5,h,1652000.0,S,Brad,20/05/2017,8.0,3040.0,5.0,2.0,1.0,697.0,196.0,1920.0,Moonee Valley,-37.7459,144.9159,Western Metropolitan,9264.0
7812,Essendon,1/8 Glass St,1,u,310000.0,SP,Brad,20/05/2017,8.0,3040.0,1.0,1.0,1.0,845.0,45.0,1977.0,Moonee Valley,-37.7469,144.9206,Western Metropolitan,9264.0
7816,Essendon,312/1005 Mt Alexander Rd,1,u,330000.0,VB,Nelson,20/05/2017,8.0,3040.0,1.0,1.0,1.0,0.0,,2014.0,Moonee Valley,-37.7478,144.912,Western Metropolitan,9264.0
7820,Essendon,7/16 Leake St,2,u,510000.0,PI,Hodges,22/04/2017,8.0,3040.0,2.0,2.0,1.0,0.0,,,Moonee Valley,-37.7465,144.91,Western Metropolitan,9264.0
7824,Essendon,4/11 Stanley St,1,u,426500.0,S,Brad,29/04/2017,8.0,3040.0,1.0,1.0,1.0,62.0,53.0,1960.0,Moonee Valley,-37.7578,144.9134,Western Metropolitan,9264.0
7828,Fawkner,3 Brian St,3,h,660000.0,S,Brad,8/04/2017,12.4,3060.0,3.0,1.0,2.0,585.0,88.0,1960.0,Moreland,-37.695,144.9676,Northern Metropolitan,5070.0
7832,Fawkner,43 Preston St,3,h,698000.0,S,Ray,13/05/2017,12.4,3060.0,3.0,1.0,1.0,602.0,,,Moreland,-37.6995,144.9669,Northern Metropolitan,5070.0
7836,Fawkner,6/119 Anderson Rd,2,u,445000.0,S,Nelson,29/04/2017,12.4,3060.0,2.0,1.0,1.0,196.0,,,Moreland,-37.6956,144.9656,Northern Metropolitan,5070.0
7840,Fawkner,2/99 Major Rd,2,u,328000.0,SP,Love,29/04/2017,12.4,3060.0,2.0,1.0,1.0,0.0,67.0,1970.0,Moreland,-37.7071,144.9644,Northern Metropolitan,5070.0
7844,Fitzroy North,167 Alexandra Pde,2,h,846000.0,S,Harrington,8/04/2017,3.5,3068.0,2.0,1.0,0.0,160.0,119.0,1880.0,Yarra,-37.7933,144.9824,Northern Metropolitan,6244.0
7848,Fitzroy North,106 Newry St,3,h,1625000.0,S,Nelson,20/05/2017,3.5,3068.0,3.0,1.0,0.0,204.0,,,Yarra,-37.7911,144.9818,Northern Metropolitan,6244.0
7852,Flemington,90 Bryant St,2,h,1100000.0,SP,Nelson,6/05/2017,4.4,3031.0,2.0,1.0,1.0,186.0,,,Moonee Valley,-37.7837,144.9338,Northern Metropolitan,3593.0
7856,Flemington,143 Victoria St,3,h,940000.0,S,hockingstuart,8/04/2017,4.4,3031.0,3.0,1.0,1.0,320.0,110.0,1940.0,Moonee Valley,-37.7844,144.9359,Northern Metropolitan,3593.0
7860,Flemington,1/44 Ascot Vale Rd,2,u,390000.0,VB,Nelson,22/04/2017,4.4,3031.0,2.0,1.0,1.0,472.0,55.0,1960.0,Moonee Valley,-37.7851,144.922,Northern Metropolitan,3593.0
7864,Flemington,54 Princes St,3,h,917000.0,S,Jellis,29/04/2017,4.4,3031.0,3.0,1.0,0.0,143.0,136.0,1890.0,Moonee Valley,-37.7868,144.9336,Northern Metropolitan,3593.0
7868,Footscray,17/6 Rosamond Rd,2,t,485000.0,SP,Biggin,8/04/2017,6.4,3011.0,2.0,2.0,1.0,0.0,70.0,2011.0,Maribyrnong,-37.7883,144.884,Western Metropolitan,7570.0
7872,Footscray,47 Shepherd St,3,h,871000.0,S,Greg,13/05/2017,6.4,3011.0,3.0,1.0,1.0,267.0,101.0,1900.0,Maribyrnong,-37.7951,144.8901,Western Metropolitan,7570.0
7876,Footscray,27 MacPherson St,2,h,882000.0,SP,Village,29/04/2017,6.4,3011.0,2.0,1.0,0.0,172.0,80.0,1900.0,Maribyrnong,-37.7936,144.8905,Western Metropolitan,7570.0
7880,Glen Iris,20 Wills St,3,h,1452000.0,SP,Jellis,6/05/2017,9.2,3146.0,3.0,2.0,2.0,269.0,184.0,1997.0,Stonnington,-37.854,145.0542,Southern Metropolitan,10412.0
7884,Glen Iris,55 Martin Rd,5,h,1950000.0,S,Noel,13/05/2017,9.2,3146.0,5.0,2.0,2.0,794.0,,1920.0,Boroondara,-37.8508,145.0592,Southern Metropolitan,10412.0
7888,Glen Iris,18 Watson St,4,h,2340000.0,S,Marshall,13/05/2017,9.2,3146.0,4.0,2.0,2.0,586.0,,,Boroondara,-37.8541,145.0738,Southern Metropolitan,10412.0
7892,Glen Iris,2/8 Lithgow St,2,u,910000.0,S,Fletchers,29/04/2017,9.2,3146.0,2.0,1.0,1.0,157.0,97.0,1970.0,Boroondara,-37.8499,145.0814,Southern Metropolitan,10412.0
7896,Glenroy,12 Lewis St,4,h,793000.0,S,Nelson,6/05/2017,13.0,3046.0,4.0,1.0,2.0,677.0,,,Moreland,-37.7088,144.9204,Northern Metropolitan,8870.0
7900,Glenroy,67 Morley St,3,h,885000.0,PI,Barry,8/04/2017,13.0,3046.0,3.0,1.0,2.0,751.0,145.0,1972.0,Moreland,-37.6962,144.9376,Northern Metropolitan,8870.0
7904,Glenroy,90 Moonee Bvd,3,h,710000.0,S,Stockdale,13/05/2017,13.0,3046.0,3.0,1.0,2.0,587.0,,,Moreland,-37.6995,144.905,Northern Metropolitan,8870.0
7908,Glenroy,1/217 West St,5,t,645000.0,S,Barry,20/05/2017,13.0,3046.0,5.0,1.0,1.0,227.0,152.0,2013.0,Moreland,-37.6979,144.941,Northern Metropolitan,8870.0
7912,Glenroy,56 Pecham St,3,h,621000.0,PI,Stockdale,22/04/2017,13.0,3046.0,3.0,1.0,1.0,694.0,,,Moreland,-37.6977,144.9116,Northern Metropolitan,8870.0
7916,Glenroy,11 Salisbury St,3,h,935000.0,S,Stockdale,29/04/2017,13.0,3046.0,3.0,1.0,2.0,666.0,176.0,1960.0,Moreland,-37.7015,144.9191,Northern Metropolitan,8870.0
7920,Hadfield,10 The Loop,4,h,880000.0,S,Ray,22/04/2017,12.1,3046.0,4.0,3.0,2.0,530.0,530.0,,Moreland,-37.7058,144.9431,Northern Metropolitan,2606.0
7924,Hampton,4 Brand St,4,t,1910000.0,S,Buxton,13/05/2017,13.7,3188.0,4.0,2.0,2.0,351.0,,,Bayside,-37.9449,145.0167,Southern Metropolitan,5454.0
7928,Hampton,125 Linacre Rd,4,h,2500000.0,PI,RT,20/05/2017,13.7,3188.0,4.0,3.0,2.0,684.0,317.0,2008.0,Bayside,-37.9436,145.0169,Southern Metropolitan,5454.0
7932,Hampton,6 Orlando St,3,h,1475000.0,PI,hockingstuart,29/04/2017,13.7,3188.0,3.0,1.0,2.0,251.0,,,Bayside,-37.9411,145.0011,Southern Metropolitan,5454.0
7936,Hawthorn,9/10 Brook St,2,u,580000.0,PI,Fletchers,8/04/2017,4.6,3122.0,2.0,1.0,1.0,1063.0,,,Boroondara,-37.8159,145.0194,Southern Metropolitan,11308.0
7940,Hawthorn,17/17 Park St,1,u,160000.0,VB,HAR,8/04/2017,4.6,3122.0,1.0,1.0,0.0,322.0,,2009.0,Boroondara,-37.8198,145.0373,Southern Metropolitan,11308.0
7944,Hawthorn,12/5 Summerlea Gr,1,u,275000.0,SP,hockingstuart,13/05/2017,4.6,3122.0,1.0,1.0,0.0,479.0,30.0,1970.0,Boroondara,-37.8292,145.0322,Southern Metropolitan,11308.0
7948,Hawthorn,12 Hunter St,3,h,1985000.0,S,Jellis,20/05/2017,4.6,3122.0,3.0,2.0,1.0,254.0,,1910.0,Boroondara,-37.8287,145.0419,Southern Metropolitan,11308.0
7952,Hawthorn East,25 Myrniong Gr,5,h,3750000.0,VB,Woodards,6/05/2017,7.5,3123.0,5.0,3.0,4.0,858.0,,,Boroondara,-37.8395,145.0534,Southern Metropolitan,6482.0
7956,Hawthorn East,1002/480 Riversdale Rd,2,u,1462000.0,S,Jellis,8/04/2017,7.5,3123.0,2.0,2.0,3.0,0.0,,,Boroondara,-37.8315,145.0559,Southern Metropolitan,6482.0
7960,Hawthorn East,41 Leura Gr,4,h,3600000.0,VB,Jellis,13/05/2017,7.5,3123.0,4.0,3.0,2.0,667.0,310.0,1988.0,Boroondara,-37.8374,145.0511,Southern Metropolitan,6482.0
7964,Hawthorn East,1/27 Auburn Gr,3,h,1405000.0,S,Kay,20/05/2017,7.5,3123.0,3.0,2.0,2.0,185.0,185.0,1985.0,Boroondara,-37.8255,145.0481,Southern Metropolitan,6482.0
7968,Hawthorn East,1/21 Auburn Gr,2,u,555000.0,S,Marshall,29/04/2017,7.5,3123.0,2.0,1.0,2.0,0.0,64.0,1970.0,Boroondara,-37.8254,145.0474,Southern Metropolitan,6482.0
7972,Heidelberg,3/56 Banksia St,2,t,630000.0,S,Miles,20/05/2017,10.6,3084.0,2.0,1.0,1.0,86.0,,,Banyule,-37.7586,145.0629,Eastern Metropolitan,2890.0
7976,Heidelberg Heights,14 Shelley St,2,h,665000.0,S,Jellis,6/05/2017,10.5,3081.0,2.0,1.0,1.0,263.0,84.0,1992.0,Banyule,-37.7428,145.0511,Eastern Metropolitan,2947.0
7980,Heidelberg Heights,1/55 Outhwaite Rd,3,t,601000.0,S,Fletchers,20/05/2017,10.5,3081.0,3.0,2.0,2.0,200.0,,,Banyule,-37.7399,145.054,Eastern Metropolitan,2947.0
7984,Heidelberg Heights,79 Outhwaite Rd,3,h,657000.0,S,Jellis,22/04/2017,10.5,3081.0,3.0,1.0,1.0,317.0,95.0,1950.0,Banyule,-37.7397,145.0513,Eastern Metropolitan,2947.0
7988,Heidelberg West,316 Liberty Pde,2,h,650000.0,S,Haughton,8/04/2017,9.4,3081.0,2.0,1.0,2.0,465.0,81.0,1960.0,Banyule,-37.7369,145.0371,Eastern Metropolitan,2674.0
7992,Heidelberg West,8 Malahang Pde,1,h,442000.0,S,Barry,20/05/2017,9.4,3081.0,1.0,1.0,0.0,290.0,,,Banyule,-37.7434,145.0468,Eastern Metropolitan,2674.0
7996,Hughesdale,3/36 Darling St,3,t,998000.0,S,Ray,8/04/2017,13.0,3166.0,3.0,2.0,2.0,246.0,,2000.0,Monash,-37.9031,145.0804,Southern Metropolitan,3145.0
8000,Hughesdale,1071 North Rd,2,h,720000.0,SA,Buxton,29/04/2017,13.0,3166.0,2.0,1.0,2.0,795.0,,,Monash,-37.9087,145.0799,Southern Metropolitan,3145.0
8004,Ivanhoe,55 Livingstone St,4,h,1650000.0,PI,Miles,8/04/2017,7.9,3079.0,4.0,2.0,1.0,589.0,185.0,1910.0,Banyule,-37.7671,145.037,Eastern Metropolitan,5549.0
8008,Ivanhoe,3 Sylvan Ct,3,h,1851000.0,S,Jellis,13/05/2017,7.9,3079.0,3.0,2.0,2.0,618.0,215.0,1960.0,Banyule,-37.7817,145.0391,Eastern Metropolitan,5549.0
8012,Ivanhoe East,325 The Boulevard,5,h,2325000.0,PI,Jellis,13/05/2017,9.0,3079.0,5.0,3.0,2.0,737.0,325.0,2008.0,Banyule,-37.7794,145.0647,Eastern Metropolitan,1554.0
8016,Kealba,14 Rowan Dr,3,h,570000.0,S,Barry,29/04/2017,15.0,3021.0,3.0,1.0,2.0,557.0,,,Brimbank,-37.7279,144.8224,Western Metropolitan,1202.0
8020,Keilor East,3/50 Berembong Dr,2,u,490000.0,SP,hockingstuart,13/05/2017,12.8,3033.0,2.0,1.0,2.0,220.0,,2001.0,Moonee Valley,-37.7346,144.8584,Western Metropolitan,5629.0
8024,Keilor East,17 Janet St,3,h,912000.0,S,Nelson,20/05/2017,12.8,3033.0,3.0,1.0,3.0,660.0,,,Moonee Valley,-37.7466,144.8707,Western Metropolitan,5629.0
8028,Kew,23 Uvadale Gr,5,h,3800000.0,VB,Jellis,6/05/2017,5.6,3101.0,5.0,5.0,3.0,609.0,424.0,1970.0,Boroondara,-37.8064,145.0451,Southern Metropolitan,10331.0
8032,Kew,25/912 Glenferrie Rd,1,u,468000.0,S,hockingstuart,13/05/2017,5.6,3101.0,1.0,1.0,1.0,0.0,,,Boroondara,-37.8083,145.0382,Southern Metropolitan,10331.0
8036,Kew,2/64 Normanby Rd,2,u,820000.0,PI,Noel,13/05/2017,5.6,3101.0,2.0,1.0,1.0,826.0,95.0,1960.0,Boroondara,-37.805,145.0546,Southern Metropolitan,10331.0
8040,Kew,8/48 Derby St,2,u,643000.0,S,Jellis,20/05/2017,5.6,3101.0,2.0,1.0,1.0,0.0,,1960.0,Boroondara,-37.8018,145.0376,Southern Metropolitan,10331.0
